FG2000,43
GBM2001,121
CFT2001,31
CN2002,23
NANO2002,39
SGP2003,64
INV2003,38
PROT2004,62
MGA2004,46
PCA2005,38
MA2005,55
CM2006,45
SC2006,54
RS2007,60
SE2007,55
OT2008,58
MRA2008,39
KT2009,66
CMA2009,61
CL2010,74
OP2010,71
CCS2011,64
GEN2011,86
PL2012,58
MD2012,56
IAG2013,34
MSE2013,9

